LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 2d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       2

lattice         sq ${density}
lattice         sq 0.6
Lattice spacing in x,y,z = 1.2909944 1.2909944 1.2909944
region          box block 0 20 0 20 -0.5 0.5
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 -0.64549722) to (25.819889 25.819889 0.64549722)
  4 by 2 by 1 MPI processor grid
create_atoms    1 box
Created 400 atoms
  using lattice units in orthogonal box = (0 0 -0.64549722) to (25.819889 25.819889 0.64549722)
  create_atoms CPU = 0.000 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 40 40 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/2d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.049 | 3.049 | 3.049 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     50000   2.9379735      0.43936795     0              3.3699965      6.3169663    
Loop time of 0.99743 on 8 procs for 50000 steps with 400 atoms

Performance: 43311297.518 tau/day, 50128.817 timesteps/s, 20.052 Matom-step/s
99.1% CPU use with 8 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.041587   | 0.044486   | 0.054062   |   1.9 |  4.46
Neigh   | 0.093701   | 0.09655    | 0.10435    |   1.0 |  9.68
Comm    | 0.51805    | 0.54626    | 0.56153    |   2.1 | 54.77
Output  | 0.0018402  | 0.0024936  | 0.0069724  |   3.4 |  0.25
Modify  | 0.15279    | 0.17006    | 0.19195    |   3.6 | 17.05
Other   |            | 0.1376     |            |       | 13.79

Nlocal:             50 ave          53 max          45 min
Histogram: 1 0 0 1 0 1 1 1 2 1
Nghost:         34.375 ave          41 max          30 min
Histogram: 1 2 2 1 0 0 0 0 0 2
Neighs:         64.875 ave          72 max          53 min
Histogram: 1 0 0 2 0 1 0 0 1 3

Total # of neighbors = 519
Ave neighs/atom = 1.2975
Neighbor list builds = 16893
Dangerous builds = 0

unfix 1
dump           1 all atom ${run_steps} 2dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d0.6_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d0.6_N100000.lammpstrj
dump           2 all dcd ${thermo_time} 2dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d0.6_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d0.6_N100000.dcd
fix 1 all nvt temp ${initial_temperature} ${final_temperature} ${tau}
fix 1 all nvt temp 3 ${final_temperature} ${tau}
fix 1 all nvt temp 3 0.1 ${tau}
fix 1 all nvt temp 3 0.1 1

run ${run_steps}
run 100000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Per MPI rank memory allocation (min/avg/max) = 3.072 | 3.072 | 3.072 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     50000   2.9379735      0.43936795     0              3.3699965      6.3169663    
     50500   3.1425919      0.31045509     0              3.4451905      5.5503183    
     51000   3.0809505      0.35118501     0              3.4244331      5.5783829    
     51500   3.0416463      0.3677497      0              3.4017919      5.6814649    
     52000   2.6667334      0.27896656     0              2.9390331      4.939991     
     52500   2.7476729      0.27286676     0              3.0136704      5.111082     
     53000   2.8002202      0.26648308     0              3.0597027      5.0295927    
     53500   2.8919468      0.2538502      0              3.1385671      4.7193876    
     54000   2.7055127      0.27017748     0              2.9689264      4.8954816    
     54500   2.8712732      0.27272473     0              3.1368198      5.0882806    
     55000   2.7727562      0.25964962     0              3.0254739      4.9546158    
     55500   2.8090654      0.31277473     0              3.1148174      5.2396385    
     56000   2.8024255      0.4008793      0              3.1962987      6.0344495    
     56500   3.0658952      0.37769267     0              3.4359231      5.7098905    
     57000   2.963855       0.25739932     0              3.2138447      4.8126098    
     57500   2.7544678      0.26763042     0              3.0152121      4.7897448    
     58000   2.8785808      0.23265073     0              3.1040351      4.7540421    
     58500   2.7085931      0.33378528     0              3.0356069      5.5311973    
     59000   2.7651804      0.32019826     0              3.0784657      5.3567588    
     59500   2.5083145      0.28432231     0              2.786366       4.976122     
     60000   2.584209       0.23277995     0              2.8105284      4.43119      
     60500   2.7333124      0.26218137     0              2.9886605      4.9719049    
     61000   2.6165881      0.30011311     0              2.9101597      5.0793626    
     61500   2.6589915      0.30534734     0              2.9576914      5.3409375    
     62000   2.5251721      0.21220534     0              2.7310645      4.3340433    
     62500   2.578242       0.29977069     0              2.8715671      4.996339     
     63000   2.4660055      0.29084785     0              2.7506884      4.8002576    
     63500   2.5840131      0.19692225     0              2.7744753      4.3072804    
     64000   2.4439843      0.21222363     0              2.650098       4.0687655    
     64500   2.6951619      0.27185254     0              2.9602765      4.6821211    
     65000   2.4900228      0.31098343     0              2.7947812      5.040919     
     65500   2.5367296      0.28189071     0              2.8122785      4.8683385    
     66000   2.493727       0.25637087     0              2.7438635      4.6182564    
     66500   2.3147769      0.26247455     0              2.5714646      4.6172598    
     67000   2.4824018      0.21619236     0              2.6923882      4.227409     
     67500   2.4156041      0.246449       0              2.656014       4.4465676    
     68000   2.451662       0.18824811     0              2.6337809      3.8481814    
     68500   2.514337       0.30227572     0              2.8103269      4.897306     
     69000   2.4804496      0.28379504     0              2.7580435      5.0068746    
     69500   2.5295207      0.26289979     0              2.7860967      4.7060012    
     70000   2.5516482      0.19953956     0              2.7448086      4.0793987    
     70500   2.571959       0.214322       0              2.7798511      4.4333675    
     71000   2.4791627      0.23362108     0              2.7065859      4.3781333    
     71500   2.2474368      0.18119323     0              2.4230114      3.8547502    
     72000   2.2498059      0.24796563     0              2.4921471      4.4749501    
     72500   2.3274667      0.16155882     0              2.4832068      3.6990713    
     73000   2.1106079      0.20919521     0              2.3145266      4.0413129    
     73500   2.1505285      0.17179711     0              2.3169493      3.7138552    
     74000   2.3053807      0.18187558     0              2.4814928      3.8277676    
     74500   2.2280109      0.23936567     0              2.4618065      4.2825403    
     75000   2.2185755      0.2763517      0              2.4893808      4.6896922    
     75500   2.3888231      0.23534942     0              2.6182004      4.4727339    
     76000   2.3026985      0.27381801     0              2.5707598      4.6415267    
     76500   2.2471645      0.24092706     0              2.4824737      4.296728     
     77000   2.3917576      0.15628459     0              2.5420628      3.4630034    
     77500   2.2508101      0.17241543     0              2.4175985      3.6802956    
     78000   2.3429674      0.1584778      0              2.4955878      3.5741879    
     78500   2.2307957      0.15650743     0              2.3817261      3.478181     
     79000   2.2861095      0.2431608      0              2.5235551      4.2856181    
     79500   2.2134207      0.18694728     0              2.3948344      3.7614966    
     80000   2.0976237      0.27832582     0              2.3707054      4.6589232    
     80500   2.1868692      0.21249564     0              2.3938976      4.1231788    
     81000   2.0672785      0.23614866     0              2.298259       4.184089     
     81500   2.1730767      0.18884526     0              2.3564892      3.7910405    
     82000   2.1627346      0.11548249     0              2.2728102      3.0559392    
     82500   1.9955301      0.26005554     0              2.2505968      4.3136072    
     83000   2.0190015      0.206767       0              2.220721       3.7150696    
     83500   1.9635747      0.2602666      0              2.2189324      4.4383832    
     84000   2.1076469      0.19571434     0              2.2980921      3.72479      
     84500   2.0407301      0.19119047     0              2.2268187      3.717472     
     85000   2.1728056      0.1282666      0              2.2956402      3.0868495    
     85500   1.9303037      0.11271326     0              2.0381912      2.8995526    
     86000   1.9081453      0.16684384     0              2.0702188      3.281879     
     86500   1.8613236      0.18383218     0              2.0405025      3.4194479    
     87000   1.8074282      0.25494588     0              2.0578555      4.1110918    
     87500   1.8943663      0.18319282     0              2.0728232      3.6966628    
     88000   1.9632631      0.15801416     0              2.1163691      3.2312909    
     88500   1.9280118      0.20333945     0              2.1265312      3.7053519    
     89000   1.9721427      0.16581397     0              2.1330263      3.5584403    
     89500   1.9695413      0.19006681     0              2.1546843      3.6302067    
     90000   1.9283335      0.19337096     0              2.1168837      3.6687069    
     90500   1.77701        0.21553317     0              1.9881006      3.7493795    
     91000   1.8338495      0.13150382     0              1.9607687      2.8626474    
     91500   1.7170573      0.15606753     0              1.8688321      3.1814475    
     92000   1.7072444      0.12617361     0              1.8291499      2.8012755    
     92500   1.4602622      0.2342564      0              1.690868       3.7778305    
     93000   1.6869174      0.13426832     0              1.8169684      2.9095048    
     93500   1.7477022      0.13694031     0              1.8802733      3.139535     
     94000   1.7090315      0.15724643     0              1.8620053      3.1249894    
     94500   1.7423245      0.14952315     0              1.8874918      3.0823853    
     95000   1.723784       0.22792531     0              1.9473998      3.9188408    
     95500   1.9123485      0.19275646     0              2.1003241      3.734912     
     96000   1.7397907      0.17944515     0              1.9148864      3.5104297    
     96500   1.7402141      0.13095959     0              1.8668232      2.8683426    
     97000   1.6541954      0.14254744     0              1.7926073      3.0601667    
     97500   1.7417048      0.17341574     0              1.9107663      3.3502222    
     98000   1.6422718      0.15508885     0              1.793255       3.1706423    
     98500   1.6478744      0.086592266    0              1.730347       2.4823389    
     99000   1.5940498      0.15309771     0              1.7431624      3.1411       
     99500   1.5918142      0.11221424     0              1.7000489      2.7038161    
    100000   1.5995636      0.15532844     0              1.7508932      3.2333985    
    100500   1.5214781      0.18772669     0              1.7054011      3.3704319    
    101000   1.5601675      0.12547276     0              1.6817398      2.7757705    
    101500   1.3530714      0.12116634     0              1.470855       2.5616551    
    102000   1.3361727      0.12990979     0              1.4627421      2.6481795    
    102500   1.4510337      0.072052395    0              1.5194585      2.1558377    
    103000   1.415066       0.15131229     0              1.5628406      2.9318123    
    103500   1.4343451      0.086871264    0              1.5176305      2.3412393    
    104000   1.426809       0.11981347     0              1.5430555      2.7246621    
    104500   1.4621746      0.1669522      0              1.6254714      3.1745994    
    105000   1.5300031      0.11235623     0              1.6385343      2.4452546    
    105500   1.3917872      0.15178141     0              1.5400891      3.0466687    
    106000   1.3693083      0.13813901     0              1.504024       2.800072     
    106500   1.2700891      0.10877499     0              1.3756889      2.4796508    
    107000   1.2625769      0.12012981     0              1.3795503      2.5769681    
    107500   1.318868       0.11767294     0              1.4332438      2.5174354    
    108000   1.3123564      0.09848548     0              1.407561       2.3086018    
    108500   1.2789933      0.12519808     0              1.4009939      2.6199633    
    109000   1.1715835      0.11865403     0              1.2873086      2.4834152    
    109500   1.1948233      0.097763968    0              1.2896002      2.3317266    
    110000   1.2266014      0.097262825    0              1.3207978      2.320568     
    110500   1.2450494      0.15274694     0              1.3946837      2.7224474    
    111000   1.2686196      0.074649458    0              1.3400975      2.0047618    
    111500   1.2861804      0.10921464     0              1.3921796      2.4275593    
    112000   1.231847       0.090725713    0              1.3194931      2.2226626    
    112500   1.2347095      0.088451564    0              1.3200743      2.1415537    
    113000   1.2640825      0.10528116     0              1.3662034      2.5037075    
    113500   1.2447191      0.097644915    0              1.3392522      2.1791767    
    114000   1.1397962      0.10939605     0              1.2463427      2.3910828    
    114500   1.1173297      0.077579933    0              1.1921163      1.8488226    
    115000   1.1140568      0.067110543    0              1.1783822      1.8692308    
    115500   1.07257        0.071179672    0              1.1410683      1.9361087    
    116000   1.0326376      0.082438727    0              1.1124947      2.0261903    
    116500   1.0839802      0.11056781     0              1.1918381      2.3631845    
    117000   1.1177791      0.075974911    0              1.1909596      2.0337193    
    117500   1.115706       0.072446447    0              1.1853632      1.9057789    
    118000   1.0445413      0.066866201    0              1.1087961      1.7911013    
    118500   0.9700773      0.10930857     0              1.0769607      2.3508442    
    119000   0.93925791     0.061839916    0              0.99874968     1.651615     
    119500   0.950592       0.068426875    0              1.0166424      1.7831165    
    120000   0.93587869     0.079172936    0              1.0127119      1.928028     
    120500   0.90112182     0.077872006    0              0.97674102     1.8777424    
    121000   0.9415154      0.069479724    0              1.0086413      1.7125976    
    121500   0.96495522     0.072916319    0              1.0354592      1.8580034    
    122000   0.90843468     0.079789303    0              0.98595289     1.9003929    
    122500   0.96436605     0.05143101     0              1.0133861      1.5997633    
    123000   0.89771613     0.057604852    0              0.95307669     1.5695871    
    123500   0.9219137      0.079940053    0              0.99954897     1.8814096    
    124000   0.84518939     0.081386035    0              0.92446245     1.9087554    
    124500   0.81708009     0.067158512    0              0.8821959      1.6214725    
    125000   0.8161114      0.058401913    0              0.87247304     1.6091617    
    125500   0.82577511     0.056449545    0              0.88016021     1.5512786    
    126000   0.82433687     0.054767278    0              0.87704331     1.5630099    
    126500   0.80850354     0.059199697    0              0.86568198     1.6636498    
    127000   0.84718418     0.062239545    0              0.90730576     1.6217463    
    127500   0.82423094     0.043285244    0              0.86545561     1.3752425    
    128000   0.72374142     0.056541517    0              0.77847358     1.4487592    
    128500   0.69561945     0.047378363    0              0.74125876     1.337418     
    129000   0.67726655     0.04923033     0              0.72480371     1.369424     
    129500   0.69226886     0.046130889    0              0.73666908     1.2974501    
    130000   0.69122618     0.043767297    0              0.73326541     1.2669438    
    130500   0.70463087     0.036911671    0              0.73978097     1.2677824    
    131000   0.65932539     0.047065318    0              0.70474239     1.3539762    
    131500   0.68627388     0.036529854    0              0.72108805     1.2287591    
    132000   0.62929872     0.044421663    0              0.67214714     1.2766994    
    132500   0.63522162     0.052052504    0              0.68568607     1.4289804    
    133000   0.61036377     0.036070698    0              0.64490856     1.1786177    
    133500   0.59295529     0.038041567    0              0.62951447     1.1176405    
    134000   0.60465744     0.039244833    0              0.64239063     1.2295482    
    134500   0.54609403     0.028956256    0              0.57368505     0.98469473   
    135000   0.53875257     0.029533531    0              0.56693922     0.99564966   
    135500   0.50267348     0.040184605    0              0.5416014      1.0928605    
    136000   0.47510637     0.029950938    0              0.50386954     0.94727469   
    136500   0.45256375     0.037688683    0              0.48912102     1.0087236    
    137000   0.4513719      0.020677198    0              0.47092067     0.74872134   
    137500   0.46563394     0.021132071    0              0.48560193     0.80554037   
    138000   0.43947004     0.028916027    0              0.46728739     0.87773814   
    138500   0.45869963     0.024703472    0              0.48225636     0.83084918   
    139000   0.42844634     0.025153501    0              0.45252873     0.89339689   
    139500   0.41832642     0.026601846    0              0.44388245     0.90150711   
    140000   0.39983476     0.035460555    0              0.43429573     0.96493808   
    140500   0.38522056     0.016428393    0              0.4006859      0.69426068   
    141000   0.36641615     0.018629423    0              0.38412954     0.72839225   
    141500   0.34312645     0.023365929    0              0.36563456     0.78064453   
    142000   0.36071274     0.020515528    0              0.38032648     0.76337323   
    142500   0.3292542      0.01699909     0              0.34543016     0.6305734    
    143000   0.32234219     0.011267637    0              0.33280397     0.55341889   
    143500   0.29969138     0.015108916    0              0.31405106     0.57655937   
    144000   0.26178986     0.015964576    0              0.27709996     0.6037908    
    144500   0.25154381     0.011703017    0              0.26261796     0.51761219   
    145000   0.25483512     0.016367837    0              0.27056586     0.62363814   
    145500   0.26201049     0.012960262    0              0.27431572     0.55568723   
    146000   0.23011328     0.0072561622   0              0.23679415     0.39028573   
    146500   0.20184746     0.01064185     0              0.21198469     0.45827231   
    147000   0.18125415     0.0059298241   0              0.18673084     0.34309337   
    147500   0.17550204     0.0035496584   0              0.17861294     0.25674187   
    148000   0.16855191     0.006535826    0              0.17466635     0.35628809   
    148500   0.13734604     0.0051966771   0              0.14219935     0.28220397   
    149000   0.12756514     0.0060129215   0              0.13325915     0.29061594   
    149500   0.11574661     0.0040094705   0              0.11946671     0.22569279   
    150000   0.098931626    0.0019455062   0              0.1006298      0.18526189   
Loop time of 1.85468 on 8 procs for 100000 steps with 400 atoms

Performance: 46584823.301 tau/day, 53917.620 timesteps/s, 21.567 Matom-step/s
98.8% CPU use with 8 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.073393   | 0.0779     | 0.094854   |   2.5 |  4.20
Neigh   | 0.13711    | 0.13954    | 0.14229    |   0.4 |  7.52
Comm    | 0.97797    | 1.0189     | 1.0417     |   2.2 | 54.94
Output  | 0.0287     | 0.028984   | 0.030708   |   0.4 |  1.56
Modify  | 0.3031     | 0.33387    | 0.36713    |   4.6 | 18.00
Other   |            | 0.2555     |            |       | 13.77

Nlocal:             50 ave          54 max          46 min
Histogram: 3 0 0 0 0 0 2 0 2 1
Nghost:          33.25 ave          36 max          30 min
Histogram: 1 1 0 2 0 0 0 0 3 1
Neighs:         63.625 ave          69 max          50 min
Histogram: 1 0 0 0 0 1 1 1 1 3

Total # of neighbors = 509
Ave neighs/atom = 1.2725
Neighbor list builds = 24677
Dangerous builds = 0
Total wall time: 0:00:03
